qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q640513,She: A History of Adventure,novel by H. Rider Haggard,H. Rider Haggard,lost world fiction,novel,British English,United Kingdom,+1887-00-00T00:00:00Z,Longman,literary work,,,,,,lost world fiction,lost world fiction,speculative,1887.0,victorian,United Kingdom,She: A History of Adventure novel by H. Rider Haggard,she : a history of novel by,speculative,False,
Q2573255,The Day Lasts More Than a Hundred Years,novel by Tsjyngyz Ajtmatov,Chinghiz Aitmatov,science fiction,novel,Russian,Soviet Union,+1983-09-00T00:00:00Z,Novy Mir,literary work,,,,,,science fiction,science fiction,speculative,1983.0,contemporary,other,The Day Lasts More Than a Hundred Years novel by Tsjyngyz Ajtmatov,the lasts more than a novel by,speculative,False,
Q1138330,Sad Cypress,1940 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1940-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1940.0,modernist,United Kingdom,Sad Cypress 1940 novel by Agatha Christie,novel by,realistic,False,
Q1823273,Light in August,novel by William Faulkner,William Faulkner,Southern Gothic,novel,American English,United States,+1932-00-00T00:00:00Z,,written work,,,,,,Southern Gothic,Southern Gothic,speculative,1932.0,modernist,United States,Light in August novel by William Faulkner,light in novel by,speculative,False,
Q1137494,King Solomon's Mines,novel by Henry Rider Haggard (1885),H. Rider Haggard,lost world fiction,novel,English,United Kingdom,+1885-09-30T00:00:00Z,,literary work,,,,,,lost world fiction,lost world fiction,speculative,1885.0,victorian,United Kingdom,King Solomon's Mines novel by Henry Rider Haggard (1885),king 's novel by ( ),speculative,False,
Q1041621,Hell Screen,short story written by Ryūnosuke Akutagawa,Ryūnosuke Akutagawa,horror literature,short story,Japanese,Japan,+1918-00-00T00:00:00Z,Iwanami Shoten,literary work,,堀川の大殿樣のやうな方は、これまでは固より、後の世には恐らく二人とはいらつしやいますまい。,尤も小さな標の石は、その後何十年かの雨風に曝されて、とうの昔誰の墓とも知れないやうに、苔蒸してゐるにちがひございません。,,,horror literature,horror literature,speculative,1918.0,modernist,Japan,Hell Screen 堀川の大殿樣のやうな方は、これまでは固より、後の世には恐らく二人とはいらつしやいますまい。 尤も小さな標の石は、その後何十年かの雨風に曝されて、とうの昔誰の墓とも知れないやうに、苔蒸してゐるにちがひございません。 short story written by Ryūnosuke Akutagawa,short story written by,speculative,False,
Q83799,We,1924 novel by Yevgeny Zamyatin,Yevgeny Zamyatin,science fiction,novel,Russian,Russian Socialist Federative Soviet Republic,+1924-00-00T00:00:00Z,Avon,literary work,Prometheus Award - Hall of Fame,,,,,science fiction,science fiction,speculative,1924.0,modernist,other,We 1924 novel by Yevgeny Zamyatin,we novel by,speculative,False,
Q654170,Third Girl,1966 novel by Agatha Christie,Agatha Christie,crime fiction,novel,English,United Kingdom,+1966-00-00T00:00:00Z,Collins Crime Club,literary work,,,,,,crime fiction,crime fiction,realistic,1966.0,postwar,United Kingdom,Third Girl 1966 novel by Agatha Christie,novel by,realistic,False,
Q615383,The Narrative of Arthur Gordon Pym of Nantucket,1838 novel by Edgar Allan Poe,Edgar Allan Poe,lost world fiction,novel,English,United States,+1838-07-15T00:00:00Z,Harper,literary work,,,,,,lost world fiction,lost world fiction,speculative,1838.0,victorian,United States,The Narrative of Arthur Gordon Pym of Nantucket 1838 novel by Edgar Allan Poe,the of of novel by,speculative,False,
Q1129936,The Man Who Would Be King,novella by Rudyard Kipling,Rudyard Kipling,adventure fiction,novella,English,,+1888-00-00T00:00:00Z,,written work,,,,,,adventure fiction,adventure fiction,realistic,1888.0,victorian,unknown,The Man Who Would Be King novella by Rudyard Kipling,the man would be king novella by,realistic,False,
Q4887693,Bangla novel,Bangla language novels,,,,,,,,,,,,,,,,,,unknown,unknown,Bangla novel Bangla language novels,novel language novels,speculative,True,0.6309874494423732
Q517172,Agnes Grey,1847 novel by Anne Brontë,Anne Brontë,,novel,British English,United Kingdom,+1847-00-00T00:00:00Z,Thomas Cautley Newby,literary work,,,,,,,,,1847.0,victorian,United Kingdom,Agnes Grey 1847 novel by Anne Brontë,agnes novel by,,False,
Q3489251,Private Peaceful,book by Michael Morpurgo,Michael Morpurgo,war novel,,Spanish,United States,+2003-00-00T00:00:00Z,HarperCollins,written work,,,,,,war novel,war novel,realistic,2003.0,modern,United States,Private Peaceful book by Michael Morpurgo,private book by,realistic,False,
Q3050361,Mister President,novel by Miguel Ángel Asturias,Miguel Ángel Asturias,dictator novel,novel,Spanish,Guatemala,,,literary work,,,,,,dictator novel,dictator novel,other,,unknown,other,Mister President novel by Miguel Ángel Asturias,novel by,other,False,
Q1329470,Justine,1791 erotic novel by the Marquis de Sade,Marquis de Sade,erotic literature,novel,French,France,+1791-01-01T00:00:00Z,,literary work,,,,,erotic,erotic literature,erotic literature,realistic,1791.0,classical,France,Justine 1791 erotic novel by the Marquis de Sade,justine erotic novel by the de,realistic,False,
Q4757700,Andrew Lang's Fairy Books,series of twelve collections of fairy tales,Andrew Lang,,collection of fairy tales,,,,,book series,,,,,fairy tale,,fairy tale,speculative,,unknown,unknown,Andrew Lang's Fairy Books series of twelve collections of fairy tales,'s series of twelve collections of fairy tales,speculative,False,
Q8044954,Xothic legend cycle,series of short stories by American writer Lin Carter,Lin Carter,,short story series,English,,,,book series,,,,,,,,,,unknown,unknown,Xothic legend cycle series of short stories by American writer Lin Carter,xothic legend cycle series of short stories by american writer,speculative,True,0.612014015191484
Q1212133,The Elegance of the Hedgehog,novel by Muriel Barbery,Muriel Barbery,,novel,French,France,+2008-08-00T00:00:00Z,Éditions Gallimard,written work,Culture and Library for All award,,,,,,,,2008.0,modern,France,The Elegance of the Hedgehog novel by Muriel Barbery,the elegance of the novel by,speculative,True,0.5894383779990736
Q1248574,Kamienie na szaniec,1943 novel by Aleksander Kamiński,Aleksander Kamiński,,novel,Polish,Poland,+1943-00-00T00:00:00Z,,written work,,,,,,,,,1943.0,modernist,other,Kamienie na szaniec 1943 novel by Aleksander Kamiński,na szaniec novel by,speculative,True,0.5406639811958874
Q116205573,Meantime,2022 novel by Frankie Boyle,Frankie Boyle,crime fiction,novel,English,,+2022-07-21T00:00:00Z,,literary work,,,,,,crime fiction,crime fiction,realistic,2022.0,modern,unknown,Meantime 2022 novel by Frankie Boyle,meantime novel by,realistic,False,
Q7574195,Speak,1999 young-adult novel by Laurie Halse Anderson,Laurie Halse Anderson,,novel,English,United States,+1999-10-00T00:00:00Z,"Farrar, Straus and Giroux",literary work,,,,,young-adult,,young-adult,other,1999.0,contemporary,United States,Speak 1999 young-adult novel by Laurie Halse Anderson,speak young-adult novel by,speculative,True,0.611470853980763
Q308982,Eldest,2005 novel by Christopher Paolini,Christopher Paolini,fantasy,novel,English,United States,+2005-08-23T00:00:00Z,,literary work,,,,,,fantasy,fantasy,speculative,2005.0,modern,United States,Eldest 2005 novel by Christopher Paolini,eldest novel by,speculative,False,
Q2710575,"Hans Brinker, or The Silver Skates",1865 novel by American author Mary Mapes Dodge,Mary Mapes Dodge,children's and youth literature,,American English,United States,+1865-00-00T00:00:00Z,,written work,,,,,,children's and youth literature,children's and youth literature,other,1865.0,victorian,United States,"Hans Brinker, or The Silver Skates 1865 novel by American author Mary Mapes Dodge","hans , or the novel by american author",realistic,True,0.5001640311862601
Q718289,Brisingr,2008 novel by Christopher Paolini,Christopher Paolini,epic literature,novel,English,United States,+2008-09-20T00:00:00Z,Alfred A. Knopf,literary work,,,,,,epic literature,epic literature,other,2008.0,modern,United States,Brisingr 2008 novel by Christopher Paolini,brisingr novel by,speculative,True,0.5894383779990736
Q7740583,The House of Asterion,short story by Jorge Luis Borges,Jorge Luis Borges,,short story,Spanish,Argentina,+1947-00-00T00:00:00Z,,literary work,,,,,,,,,1947.0,postwar,Argentina,The House of Asterion short story by Jorge Luis Borges,the of short story by,speculative,True,0.6083769659126651
Q1196792,The Black Arrow: A Tale of the Two Roses,novel by Robert Louis Stevenson,Robert Louis Stevenson,romantic fiction,novel,English,United States,+1889-00-00T00:00:00Z,Charles Scribner's Sons,literary work,,,,,,romantic fiction,romantic fiction,realistic,1889.0,victorian,United States,The Black Arrow: A Tale of the Two Roses novel by Robert Louis Stevenson,the : a of the roses novel by,realistic,False,
Q116980738,Victories Greater Than Death,2021 novel by Charlie Jane Anders,Charlie Jane Anders,young adult science fiction,novel,English,,+2021-04-13T00:00:00Z,Tor Books,literary work,Locus Award for Best Young Adult Book,,,,,young adult science fiction,young adult science fiction,speculative,2021.0,modern,unknown,Victories Greater Than Death 2021 novel by Charlie Jane Anders,victories novel by,speculative,False,
Q107737010,Flamer,2020 graphic novel by Mike Curato,Mike Curato,graphic novel,,,,+2020-09-01T00:00:00Z,,literary work,Lambda Literary Award for Children's and Young Adult Literature,,,,,graphic novel,graphic novel,other,2020.0,modern,unknown,Flamer 2020 graphic novel by Mike Curato,flamer graphic novel by,speculative,True,0.5894383779990736
Q213300,A Visit from the Goon Squad,2010 novel by Jennifer Egan,Jennifer Egan,psychological fiction,novel,English,United States,+2010-00-00T00:00:00Z,Alfred A. Knopf,literary work,Pulitzer Prize for Fiction,,,"Poets claim that we recapture for a moment the self that we were long ago when we enter some house or garden in which we used to live in our youth. But these are most hazardous pilgrimages, which end as often as not in disappointment as in success. It is in ourselves that we should rather seek to find those fixed places, contemporaneous with different years.<br>That unknown element in the lives of other people is like that of nature, which each fresh scientific discovery merely reduces but does not abolish.",,psychological fiction,psychological fiction,realistic,2010.0,modern,United States,"A Visit from the Goon Squad Poets claim that we recapture for a moment the self that we were long ago when we enter some house or garden in which we used to live in our youth. But these are most hazardous pilgrimages, which end as often as not in disappointment as in success. It is in ourselves that we should rather seek to find those fixed places, contemporaneous with different years.<br>That unknown element in the lives of other people is like that of nature, which each fresh scientific discovery merely reduces but does not abolish. 2010 novel by Jennifer Egan","a visit from the claim that we recapture for a moment the self that we were long ago when we enter some house or garden in which we used to live in our youth . but these are most hazardous pilgrimages , which end as often as not in disappointment as in success . it is in ourselves that we should rather seek to find those fixed places , contemporaneous with different years. < br > that unknown element in the lives of other people is like that of nature , which each fresh scientific discovery merely reduces but does not abolish . novel by",realistic,False,
Q1247865,The Bridge on the Drina,novel by Ivo Andrić,Ivo Andrić,historical fiction,novel,Serbo-Croatian,Democratic Federal Yugoslavia,+1945-01-01T00:00:00Z,Prosveta,literary work,,,,,,historical fiction,historical fiction,realistic,1945.0,postwar,other,The Bridge on the Drina novel by Ivo Andrić,the on the novel by,realistic,False,
Q783244,A True Story,work by Lucian of Samosata,Lucian of Samosata,satire,novel,Ancient Greek,Ancient Rome,,,literary work,,,,,,satire,satire,realistic,,unknown,other,A True Story work by Lucian of Samosata,a work by of,realistic,False,
Q437302,Dune: The Butlerian Jihad,2002 science fiction novel by Brian Herbert and Kevin J. Anderson,Brian Herbert,science fiction,novel,English,United States,+2002-00-00T00:00:00Z,Tor Books,literary work,,,,,science fiction,science fiction,science fiction,speculative,2002.0,modern,United States,Dune: The Butlerian Jihad 2002 science fiction novel by Brian Herbert and Kevin J. Anderson,dune : the science fiction novel by and,speculative,False,
Q970160,Mars trilogy,science fiction novels by Kim Stanley Robinson,Kim Stanley Robinson,science fiction,,American English,United States,+1992-00-00T00:00:00Z,HarperCollins,literary trilogy,NPR Top 100 Science Fiction and Fantasy Books,,,,science fiction,science fiction,science fiction,speculative,1992.0,contemporary,United States,Mars trilogy science fiction novels by Kim Stanley Robinson,trilogy science fiction novels by,speculative,False,
